tconst	averageRating	numVotes
tt0029853	5.5	144
tt0029855	6.6	3418
tt0029856	6.8	271
tt0029858	6.7	10
tt0029859	6.4	19
tt0029860	5.5	30
tt0029861	6.7	672
tt0029862	5.2	52
tt0029863	6.3	11
tt0029864	7	3120
tt0029866	3	9
tt0029867	6.8	114
tt0029868	6.6	160
tt0029869	6.5	47
tt0029870	7.9	23874
tt0029871	7.9	14
tt0029872	5.6	341
tt0029873	4.7	62
tt0029876	7.6	18
tt0029877	2.9	15
tt0029878	6.1	37
tt0029879	6.2	75
tt0029880	5.7	118
tt0029882	6.3	34
tt0029884	6.7	556
tt0029885	5.7	154
tt0029887	8	18
tt0029890	6.9	41
tt0029892	6.3	231
tt0029894	6.4	564
tt0029895	6.5	202
tt0029896	4.5	47
tt0029897	5.5	33
tt0029898	5.5	112
tt0029899	6.5	726
tt0029902	6.1	81
tt0029903	5.8	124
tt0029906	6.1	251
tt0029908	6.7	22
tt0029910	4.4	24
tt0029911	7.1	11
tt0029912	6.1	1128
tt0029913	6.2	240
tt0029914	5.6	51
tt0029915	5.7	328
tt0029916	5.7	37
tt0029917	6.1	53
tt0029918	5.6	264
tt0029919	5.7	61
tt0029920	6	151
tt0029921	5.6	220
tt0029922	5.6	29
tt0029923	7.5	4692
tt0029924	5.6	660
tt0029925	5.8	324
tt0029926	6.4	520
tt0029927	6.9	892
tt0029928	5.8	52
tt0029929	7.2	4755
tt0029930	7.1	1799
tt0029931	5.7	22
tt0029932	6.6	60
tt0029935	4.6	47
tt0029936	5.9	20
tt0029937	5.3	154
tt0029938	5.5	58
tt0029939	5.7	114
tt0029940	5.9	826
tt0029941	5.7	226
tt0029942	7.2	6581
tt0029943	7.5	3466
tt0029944	6.3	56
tt0029945	5.1	171
tt0029946	7	66
tt0029947	7.8	67783
tt0029948	5.9	237
tt0029949	6.2	563
tt0029950	6.6	813
tt0029951	6	693
tt0029952	5.8	679
tt0029953	7.1	262
tt0029954	6.2	82
tt0029955	5.7	74
tt0029956	6.4	74
tt0029957	7.5	8622
tt0029958	7.1	21
tt0029959	6.4	72
tt0029960	3.9	33
tt0029961	5.3	163
tt0029962	5.8	131
tt0029964	5	133
tt0029965	6	37
tt0029967	6.9	72
tt0029968	5.8	42
tt0029969	5.6	294
tt0029970	5.8	74
tt0029971	7	4461
tt0029972	6.5	141
tt0029973	6.6	12
tt0029974	7.7	35
tt0029975	4.1	11
tt0029976	6.5	183
tt0029977	5.5	13
tt0029978	5.6	5
tt0029979	4.5	40
tt0029982	6.2	210
tt0029983	4.8	18
tt0029984	6.7	1883
tt0029985	5.9	144
tt0029986	6.3	162
tt0029989	4.5	1128
tt0029990	4.9	17
tt0029991	7.6	21
tt0029992	7.5	9360
tt0029993	6.3	326
tt0029994	5.6	124
tt0029995	7	2438
tt0029996	6.6	36
tt0029997	4.9	8
tt0029998	6.2	28
tt0029999	5.8	139
tt0030000	6.3	92
tt0030001	6.2	26
tt0030002	6	589
tt0030003	7.2	14
tt0030004	6.8	30
tt0030005	5.3	56
tt0030006	6	142
tt0030007	5.6	444
tt0030010	6.1	256
tt0030011	7	164
tt0030013	5.8	190
tt0030014	6.7	220
tt0030015	6.4	41
tt0030016	6	244
tt0030017	6	104
tt0030018	6.5	1900
tt0030019	5.7	363
tt0030020	6.3	375
tt0030021	6.2	253
tt0030022	6.1	333
tt0030023	4.7	91
tt0030025	6.1	121
tt0030026	6.5	1487
tt0030027	6.8	30
tt0030028	6.4	62
tt0030029	6.1	145
tt0030031	6.7	468
tt0030032	6.7	53
tt0030033	6.9	664
tt0030034	7	716
tt0030035	6.8	928
tt0030036	6.4	19
tt0030037	6.3	240
tt0030039	6.4	274
tt0030041	4.9	138
tt0030043	6.7	368
tt0030044	7.5	3513
tt0030045	5.3	161
tt0030046	5.9	316
tt0030049	5.1	72
tt0030050	1.6	10
tt0030051	5.7	65
tt0030052	5.6	44
tt0030055	7.2	802
tt0030056	6.2	33
tt0030057	5.7	335
tt0030059	6.3	449
tt0030061	6.8	14
tt0030062	7.3	981
tt0030063	6.6	1667
tt0030065	5.6	28
tt0030066	5.7	492
tt0030068	6.8	978
tt0030069	6.6	1412
tt0030070	6.9	1414
tt0030071	6.4	7
tt0030074	5.7	220
tt0030076	5.8	38
tt0030077	5.2	27
tt0030078	5.9	103
tt0030079	6.2	483
tt0030080	6.9	16
tt0030081	3.1	38
tt0030082	6.3	967
tt0030083	6	29
tt0030084	6.1	11
tt0030085	4.7	13
tt0030086	2.9	31
tt0030089	5.4	439
tt0030090	6.4	190
tt0030091	5.8	42
tt0030092	6.5	758
tt0030094	6	8
tt0030095	7	49
tt0030096	6.1	22
tt0030097	7	12
tt0030099	5.6	25
tt0030100	7	324
tt0030103	6.3	66
tt0030106	5.6	7
tt0030107	6	80
tt0030108	6.2	686
tt0030109	5	115
tt0030111	5	160
tt0030112	5.9	59
tt0030114	5.9	15
tt0030115	6.2	23
tt0030117	6	15
tt0030118	8.1	32
tt0030119	6.5	679
tt0030120	6.6	704
tt0030122	5.5	29
tt0030123	7	143
tt0030125	6.7	33
tt0030126	5.6	80
tt0030127	7.5	2521
tt0030128	7.1	3855
tt0030129	6.4	260
tt0030133	6.7	134
tt0030135	6.1	189
tt0030136	5.1	135
tt0030137	6.8	96
tt0030138	6.9	1093
tt0030139	7.1	561
tt0030140	4.5	41
tt0030141	5.4	27
tt0030142	5.8	81
tt0030143	5.4	59
tt0030145	6	609
tt0030146	6.7	97
tt0030147	6.6	27
tt0030149	6.9	2322
tt0030150	6.1	913
tt0030151	6.3	1380
tt0030152	6.4	628
tt0030153	4.7	20
tt0030154	7.7	25
tt0030156	6.8	20
tt0030158	6.6	25
tt0030159	5.6	109
tt0030160	5.1	85
tt0030161	6.3	236
tt0030162	6	88
tt0030164	5.3	60
tt0030165	6.1	121
tt0030166	6.7	73
tt0030167	5.3	24
tt0030168	5.6	232
tt0030169	6.2	183
tt0030170	5.9	109
tt0030171	5.7	332
tt0030172	7	16
tt0030173	6	83
tt0030174	6.3	146
tt0030175	7.6	9
tt0030176	5.5	43
tt0030178	6.9	20
tt0030179	5	18
tt0030180	6	118
tt0030181	6.2	294
tt0030182	6.3	488
tt0030183	5.7	459
tt0030184	5.9	239
tt0030185	6.4	492
tt0030186	6	131
tt0030188	5.3	264
tt0030189	3.7	23
tt0030190	5.9	463
tt0030191	5.8	525
tt0030192	6.2	626
tt0030193	6.4	110
tt0030194	5.3	544
tt0030195	6.2	87
tt0030196	6.8	1133
tt0030198	7.7	408
tt0030201	6.2	185
tt0030202	6.4	1371
tt0030203	5.8	8
tt0030206	5.3	34
tt0030207	5.4	165
tt0030208	6	32
tt0030209	5	57
tt0030210	7.1	22
tt0030211	7.4	7
tt0030213	6.2	204
tt0030214	6.7	758
tt0030215	6.8	875
tt0030216	6	1028
tt0030217	5.7	94
tt0030218	7.9	23
tt0030219	7.2	94
tt0030220	5.8	286
tt0030221	4.5	44
tt0030223	7.5	615
tt0030224	6.4	226
tt0030225	5.4	188
tt0030226	6.6	181
tt0030228	5.3	172
tt0030229	6.3	140
tt0030230	6.8	42
tt0030231	5.8	251
tt0030232	6.8	209
tt0030233	6.6	23
tt0030234	4.6	29
tt0030236	6.8	18
tt0030237	3.8	14
tt0030238	6.5	169
tt0030239	6.1	213
tt0030240	6.2	289
tt0030241	7.7	19192
tt0030242	5.2	314
tt0030243	5.5	78
tt0030244	7.2	83
tt0030246	7	246
tt0030247	6.9	50
tt0030248	6.3	135
tt0030250	5.6	338
tt0030251	6.1	66
tt0030252	7.5	3375
tt0030253	5.8	70
tt0030254	6.6	520
tt0030255	5.2	41
tt0030256	5.5	447
tt0030257	6	157
tt0030258	7.1	19
tt0030259	6.9	237
tt0030261	6.6	278
tt0030262	5.1	61
tt0030264	6.2	13
tt0030265	7.1	1073
tt0030266	6.2	48
tt0030267	5.7	47
tt0030269	7.2	31
tt0030270	6.7	201
tt0030271	6.2	133
tt0030272	6.5	206
tt0030273	5.5	553
tt0030274	6.5	93
tt0030275	4.8	17
tt0030276	5.6	52
tt0030277	5.2	466
tt0030278	5.2	14
tt0030279	6.1	218
tt0030280	5.4	436
tt0030283	6.4	260
tt0030286	6.9	273
tt0030287	7.4	15575
tt0030289	5.9	172
tt0030291	6	168
tt0030292	6.6	77
tt0030293	6.3	939
tt0030294	7.1	18
tt0030295	6.6	507
tt0030296	5	53
tt0030297	5.7	35
tt0030298	7.2	11
tt0030300	4.8	618
tt0030301	6.2	45
tt0030302	6.4	713
tt0030303	5.7	167
tt0030306	5.9	32
tt0030307	5.8	106
tt0030308	6.6	19
tt0030309	4.7	46
tt0030310	2.2	12
tt0030311	5.5	81
tt0030312	6	71
tt0030313	5.6	84
tt0030314	5.8	740
tt0030315	7	48
tt0030316	5.9	66
tt0030317	6.2	715
tt0030318	5.7	120
tt0030319	5.3	42
tt0030321	6.6	349
tt0030322	6.6	122
tt0030323	5.6	127
tt0030324	4.9	55
tt0030325	4.1	41
tt0030326	5.6	6
tt0030327	5.8	49
tt0030328	4.2	32
tt0030329	4.6	85
tt0030330	6.5	23
tt0030331	6.6	51
tt0030332	6.9	12
tt0030333	6.9	22
tt0030337	7	1201
tt0030338	4.5	17
tt0030339	7.1	18
tt0030340	5.4	167
tt0030341	7.7	58906
tt0030342	5.9	195
tt0030345	7.6	13
tt0030346	6.2	36
tt0030347	6.1	55
tt0030348	6.8	240
tt0030349	6.3	17
tt0030350	5.7	263
tt0030352	6.1	22
tt0030353	5.4	300
tt0030354	6.2	161
tt0030355	7.1	236
tt0030356	6.8	5
tt0030357	7.1	293
tt0030359	6.1	453
tt0030360	6.9	11
tt0030362	5.8	9
tt0030363	6.1	32
tt0030364	6.7	32
tt0030365	5.8	11
tt0030366	6.3	97
tt0030368	6.5	893
tt0030369	6.4	21
tt0030370	5.8	137
tt0030371	6.5	975
tt0030372	4.9	64
tt0030373	5.3	19
tt0030374	6.3	132
tt0030375	7	60
tt0030376	5.6	319
tt0030377	6.8	103
tt0030378	6.1	237
tt0030379	6	51
tt0030380	5.2	79
tt0030381	5.8	23
tt0030382	6.7	266
tt0030383	6.5	115
tt0030384	6.7	476
tt0030386	6.7	2125
tt0030387	6.1	326
tt0030388	5.5	164
tt0030389	6.4	71
tt0030390	5.9	53
tt0030391	6.4	170
tt0030392	5.1	210
tt0030393	5.8	113
tt0030395	7.1	697
tt0030396	6.7	2890
tt0030397	5.8	60
tt0030398	7.4	52
tt0030399	5.3	16
tt0030400	6	473
tt0030401	7	12
tt0030402	5.4	149
tt0030404	5.7	48
tt0030405	6.9	27
tt0030407	7.2	64
tt0030409	5.8	178
tt0030410	7	478
tt0030411	5.7	21
tt0030412	6	685
tt0030413	6.6	1567
tt0030414	7.2	31
tt0030418	7.3	3398
tt0030419	7.4	17
tt0030420	6.7	21
tt0030421	4.8	22
tt0030422	5.3	53
tt0030423	5.7	284
tt0030424	7	1448
tt0030425	7.5	42
tt0030426	4.6	16
tt0030427	5.2	23
tt0030428	7.8	198
tt0030430	7.1	32
tt0030432	9	11
tt0030433	5.3	583
tt0030434	6.6	137
tt0030435	5.1	70
tt0030436	5.7	22
tt0030438	6.2	28
tt0030439	5.4	108
tt0030440	6.2	657
tt0030442	7.3	2381
tt0030443	5.6	47
tt0030444	6.3	14
tt0030445	5.4	13
tt0030446	5.8	285
tt0030447	6.8	585
tt0030448	7.9	3772
tt0030449	6.3	159
tt0030450	5	18
tt0030451	7.5	27
tt0030452	5.1	35
tt0030453	6.6	36
tt0030454	6.6	133
tt0030455	5.8	106
tt0030457	7.3	336
tt0030458	5.5	17
tt0030459	5.7	71
tt0030460	6.2	127
tt0030461	4.2	42
tt0030463	6.7	363
tt0030464	6.3	345
tt0030465	6.3	660
tt0030467	5.6	104
tt0030468	3.6	100
tt0030469	6.4	832
tt0030470	6.6	841
tt0030471	4.9	76
tt0030472	8.2	10
tt0030473	6	1298
tt0030475	6.2	60
tt0030476	6.1	86
tt0030477	7	256
tt0030478	7.3	570
tt0030479	6.8	491
tt0030480	5.9	121
tt0030481	6	220
tt0030482	5.1	21
tt0030483	6.7	921
tt0030484	6.2	112
tt0030485	5.5	647
tt0030487	7.5	19
tt0030488	5.8	8
tt0030489	6.1	34
tt0030490	6.2	84
tt0030491	6.6	1226
tt0030492	5.9	116
tt0030494	5.2	11
tt0030495	4.7	19
tt0030496	7.3	35
tt0030499	6.2	44
tt0030500	6.3	439
tt0030501	5.7	27
tt0030502	5.2	192
tt0030503	6.2	518
tt0030504	6.8	39
tt0030505	6.1	21
tt0030507	6.2	23
tt0030511	7.8	69
tt0030512	6.4	451
tt0030513	5.6	37
tt0030514	6.2	62
tt0030515	7	41
tt0030517	6.8	1395
tt0030518	6.3	277
tt0030519	4.5	75
tt0030520	5.5	272
tt0030521	4.7	63
tt0030522	7.7	5495
tt0030523	7.6	4515
tt0030524	5.7	175
tt0030525	5.2	104
tt0030526	6.4	61
tt0030527	6.1	11
tt0030528	5.7	115
tt0030532	6.4	21
tt0030534	6.8	109
tt0030535	6.5	484
tt0030536	5.8	403
tt0030537	4.9	51
tt0030538	6.7	84
tt0030539	6.3	25
tt0030540	5.4	33
tt0030541	4.9	29
tt0030542	7.2	61
tt0030543	5.5	152
tt0030544	5.4	14
tt0030545	5.6	563
tt0030546	6.3	131
tt0030548	5.8	134
tt0030549	6	45
tt0030550	5.7	427
tt0030551	8.1	31
tt0030552	7.9	101
tt0030554	7	651
tt0030555	5.7	13
tt0030556	5.3	125
tt0030558	6.5	206
tt0030559	6.2	205
tt0030561	6.2	103
tt0030562	7	12
tt0030563	5.8	402
tt0030564	5.5	37
tt0030565	5.6	135
tt0030566	6	198
tt0030567	6.5	25
tt0030569	6.2	251
tt0030570	6	7
tt0030571	5.9	158
tt0030572	6.2	178
tt0030574	5.4	24
tt0030577	2.4	21
tt0030578	6.1	47
tt0030579	5.2	16
tt0030580	5.8	13
tt0030581	6.1	118
tt0030583	6.5	17
tt0030584	6.4	42
tt0030586	7.6	407
tt0030587	7.5	41
tt0030589	5.8	175
tt0030590	5.7	15
tt0030591	5.9	107
tt0030592	7.2	244
tt0030593	6.8	256
tt0030594	7.4	47
tt0030595	6.8	896
tt0030596	6.4	19
tt0030601	7	513
tt0030602	6.1	361
tt0030603	6.2	504
tt0030604	7.6	2328
tt0030605	6.5	362
tt0030606	5.8	203
tt0030607	6.4	228
tt0030608	6.5	562
tt0030609	6.3	230
tt0030610	6.9	445
tt0030611	5.7	203
tt0030612	6.6	441
tt0030613	6.1	248
tt0030614	5.9	107
tt0030615	5.8	151
tt0030616	5.7	209
tt0030618	6.2	115
tt0030620	6.5	105
tt0030621	6.2	194
tt0030622	5.5	28
tt0030623	6.1	34
tt0030625	6.1	330
tt0030626	6.3	101
tt0030627	5.7	103
tt0030628	5.5	164
tt0030629	6.1	85
tt0030630	5.9	30
tt0030631	6.3	257
tt0030633	5.5	71
tt0030634	5.9	102
tt0030635	6.3	93
tt0030636	6.5	102
tt0030637	7.7	9991
tt0030638	5.1	83
tt0030640	4.5	24
tt0030641	7.6	70
tt0030642	6.7	440
tt0030643	7.7	10285
tt0030645	5.9	123
tt0030648	4.7	47
tt0030650	6	823
tt0030651	5.9	132
tt0030652	6.9	1021
tt0030653	6.1	47
tt0030654	5.7	58
tt0030655	5.6	199
tt0030656	6.1	45
tt0030657	7	1986
tt0030658	5.8	37
tt0030659	4.6	94
tt0030660	6.3	19
tt0030662	6.8	119
tt0030663	5.6	467
tt0030664	7.4	50
tt0030666	5.2	87
tt0030667	6.6	251
tt0030668	5.7	379
tt0030669	5.4	56
tt0030671	7.1	109
tt0030673	6.2	12
tt0030674	6.6	78
tt0030675	5.6	353
tt0030676	6.4	21
tt0030677	2.7	23
tt0030678	6	90
tt0030679	6.2	402
tt0030680	6.8	54
tt0030681	6.3	35
tt0030682	6.1	109
tt0030684	5.7	26
tt0030685	5.3	56
tt0030686	6.3	79
tt0030688	5.8	80
tt0030689	4.6	166
tt0030690	6.4	18
tt0030691	7.7	76
tt0030692	6.8	92
tt0030694	6.2	139
tt0030696	6.6	5698
tt0030697	4.4	18
tt0030698	4.1	25
tt0030700	5.8	19
tt0030701	6.5	13
tt0030702	7.9	56
tt0030703	6.1	20
tt0030704	5	80
tt0030705	6.5	16
tt0030706	6.1	207
tt0030707	6.1	23
tt0030708	6.6	227
tt0030709	6.3	1052
tt0030710	5.5	195
tt0030711	6.1	156
tt0030712	6.2	137
tt0030714	6	500
tt0030717	4.7	34
tt0030718	6.8	86
tt0030719	5.6	43
tt0030721	7.2	8
tt0030722	7.4	837
tt0030723	6.8	14
tt0030725	4.8	230
tt0030726	7.6	23
tt0030727	6.2	445
tt0030729	6.7	779
tt0030730	4.6	35
tt0030731	5.2	192
tt0030732	6.2	239
tt0030734	5.5	290
tt0030736	5.6	180
tt0030738	3.6	28
tt0030739	5.2	221
tt0030740	4.8	16
tt0030741	6.1	291
tt0030742	6.4	130
tt0030743	6.4	1390
tt0030744	6.9	1688
tt0030746	6.9	1527
tt0030747	4.6	55
tt0030750	5.5	100
tt0030752	6.6	263
tt0030754	5.7	588
tt0030755	6.7	2200
tt0030756	5.6	98
tt0030757	5.7	148
tt0030760	5.9	201
tt0030761	5.2	16
tt0030763	5.5	97
tt0030764	7	2670
tt0030765	6	177
tt0030766	6.3	248
tt0030767	3.7	24
tt0030770	5.6	30
tt0030771	6.5	58
tt0030773	6.4	23
tt0030774	6.7	192
tt0030775	6.7	614
tt0030777	5.3	63
tt0030778	7.2	27
tt0030779	6.8	177
tt0030780	7.1	26
tt0030781	5.4	167
tt0030783	5.1	297
tt0030784	5.3	93
tt0030786	6.8	306
tt0030788	7.3	17
tt0030789	6.3	240
tt0030790	6.5	14
tt0030791	5.5	48
tt0030793	6	274
tt0030794	6	37
tt0030795	5.6	6
tt0030796	6.1	31
tt0030798	5.3	117
tt0030799	5.3	12
tt0030800	6.2	36
tt0030801	6.7	97
tt0030802	5.7	157
tt0030803	6.9	95
tt0030805	6.2	79
tt0030806	6.1	25
tt0030807	5.1	23
tt0030808	6	305
tt0030809	6.3	16
tt0030810	5.9	20
tt0030811	6.5	942
tt0030812	6.9	200
tt0030814	6.9	28
tt0030815	5.2	19
tt0030816	6.8	58
tt0030817	6.2	731
tt0030818	5.6	103
tt0030820	5	596
tt0030821	6	23
tt0030822	7.7	9
tt0030823	5.7	396
tt0030824	6.6	2412
tt0030825	5.6	12
tt0030826	6.9	27
tt0030827	6.2	23
tt0030828	7.5	18
tt0030829	6.5	131
tt0030830	7.7	36
tt0030831	5.8	169
tt0030832	4.4	579
tt0030833	4.7	734
tt0030834	7.7	608
tt0030835	6.7	18
tt0030836	6.8	90
tt0030839	5.7	211
tt0030840	8	11
tt0030841	5.3	36
tt0030842	7.4	577
tt0030843	4.9	19
tt0030845	4	1981
tt0030846	5.5	309
tt0030848	6.8	2818
tt0030849	5.1	105
tt0030850	6.3	390
tt0030852	6.5	62
tt0030853	6.4	403
tt0030854	6.5	429
tt0030855	6.4	279
tt0030856	6.5	698
tt0030857	6.7	1024
tt0030858	7	390
tt0030859	5.1	15
tt0030860	6.5	248
tt0030861	6.7	57
tt0030862	5.6	164
tt0030864	6.4	454
tt0030865	7.1	2172
tt0030866	7.3	519
tt0030867	6.4	552
tt0030868	7.3	572
tt0030869	5.8	121
tt0030870	5.9	71
tt0030871	6.1	134
tt0030872	6.3	18
tt0030873	5.7	108
tt0030874	6.5	50
tt0030875	6.2	78
tt0030876	7.6	26
tt0030878	6.5	68
tt0030879	6.6	1714
tt0030881	5.7	873
tt0030882	6.1	464
tt0030883	5.8	452
tt0030884	6.5	420
tt0030886	5.5	21
tt0030887	5.8	404
tt0030888	6.3	755
tt0030889	6	35
tt0030892	4.3	22
tt0030893	5.4	68
tt0030894	6.3	24
tt0030896	6	43
tt0030897	5.4	117
tt0030898	6.5	45
tt0030899	6.8	188
tt0030900	6.3	132
tt0030902	5.4	73
tt0030903	6.4	30
tt0030905	6	84
tt0030908	6.2	57
tt0030909	5.7	184
tt0030910	5.8	458
tt0030911	5.8	85
tt0030912	6.7	70
tt0030914	5.3	15
tt0030918	7.2	12
tt0030920	6	35
tt0030921	5.4	73
tt0030922	5.8	77
tt0030924	6.8	22
tt0030925	6.2	295
tt0030926	4	11
tt0030928	5.7	48
tt0030930	6	18
tt0030932	6.8	136
tt0030933	6.7	357
tt0030934	3.9	29
tt0030936	5.9	16
tt0030938	6.1	200
tt0030939	6.6	59
tt0030941	4.6	61
tt0030942	7.8	982
tt0030944	7.1	4381
tt0030945	5	11
tt0030947	6.6	813
tt0030948	6	9
tt0030949	6.8	42
tt0030952	5.8	14
tt0030953	5.9	78
tt0030954	6.2	36
tt0030956	6.3	37
tt0030957	7.2	570
tt0030958	6.6	279
tt0030959	5.8	45
tt0030960	5.8	103
tt0030961	5.1	46
tt0030962	6.9	649
tt0030963	6.7	410
tt0030964	6.2	93
tt0030965	5.6	60
tt0030967	5.9	20
tt0030968	5.8	434
tt0030969	5.7	75
tt0030970	5	58
tt0030971	6.3	94
tt0030972	6.1	82
tt0030973	7	484
tt0030974	6.2	151
tt0030975	6.5	406
tt0030977	5.7	125
tt0030978	7	61
tt0030980	6.2	113
tt0030981	6	558
tt0030982	4.2	34
tt0030983	6.2	268
tt0030984	5.7	51
tt0030985	5.6	231
tt0030986	6.5	23
tt0030987	6	189
tt0030988	6.6	884
tt0030989	6.6	1396
tt0030990	6.2	296
tt0030991	5.2	22
tt0030992	6.2	75
tt0030993	7.8	29007
tt0030994	5.1	15
tt0030995	4.9	23
tt0030996	6.8	1935
tt0030997	6.6	582
tt0030998	4.9	112
tt0030999	6.3	347
tt0031000	6.8	748
tt0031001	6	83
tt0031002	7.3	1712
tt0031003	6.1	53
tt0031004	6.9	22
tt0031005	7	139
tt0031008	7	194
tt0031009	6.8	7
tt0031010	5.8	41
tt0031011	5.5	136
tt0031012	5.9	386
tt0031013	6.4	105
tt0031014	6.1	271
tt0031015	7.5	645
tt0031017	6.6	53
tt0031018	5.7	110
tt0031019	4	50
tt0031020	6.8	1477
tt0031021	5.8	276
tt0031022	7.2	7727
tt0031023	4.8	47
tt0031025	7.5	865
tt0031026	2.2	36
tt0031027	5.8	18
tt0031029	7.5	101
tt0031030	6.5	22
tt0031031	4.7	46
tt0031033	6.2	1855
tt0031034	6.2	10
tt0031035	6.2	83
tt0031036	5.2	110
tt0031037	5.5	23
tt0031038	6.6	654
tt0031039	5.7	72
tt0031041	4.9	13
tt0031043	6.5	736
tt0031044	6.4	136
tt0031045	6	604
tt0031046	5.6	119
tt0031047	7.3	8445
tt0031048	7.1	82
tt0031051	5.9	253
tt0031052	5.9	165
tt0031053	6	11
tt0031054	6	540
tt0031055	6.2	753
tt0031056	6.5	101
tt0031057	6.6	72
tt0031058	7.3	1057
tt0031059	3.8	12
tt0031060	6.8	6587
tt0031062	3.6	52
tt0031063	6.7	117
tt0031064	7.1	783
tt0031065	6.4	30
tt0031066	6.3	2954
tt0031067	7.5	4830
tt0031068	5.9	193
tt0031070	5.4	78
tt0031071	6	248
tt0031072	6.7	327
tt0031074	6.2	368
tt0031075	4.1	13
tt0031076	7.1	21
tt0031077	5.4	229
tt0031079	6.5	8
tt0031080	4.9	116
tt0031082	5.7	158
tt0031083	6.2	328
tt0031084	6.9	342
tt0031085	7.1	14
tt0031086	6.5	1363
tt0031087	6.5	214
tt0031088	7.5	6748
tt0031089	6.3	422
tt0031090	6.2	21
tt0031091	6.3	39
tt0031092	6.8	149
tt0031093	6.3	241
tt0031095	6	84
tt0031096	6.5	35
tt0031097	6.5	38
tt0031098	5.3	31
tt0031099	6.2	113
tt0031101	5.6	24
tt0031102	6.7	872
tt0031103	6	526
tt0031104	6.3	872
tt0031106	6.7	425
tt0031107	6.7	423
tt0031108	6.8	432
tt0031109	6.8	232
tt0031110	6.6	110
tt0031111	6.2	109
tt0031113	6.1	235
tt0031114	6	12
tt0031115	5.9	37
tt0031116	5.7	8
tt0031117	6.3	252
tt0031118	6.8	77
tt0031119	5.4	100
tt0031120	5.6	258
tt0031121	5.7	293
tt0031122	4.9	268
tt0031124	5.9	553
tt0031125	6.1	680
tt0031126	4.7	231
tt0031127	5.4	171
tt0031128	6.6	23
tt0031129	6.3	118
tt0031130	6.3	54
tt0031131	7.5	586
tt0031132	5.9	29
tt0031133	6.4	600
tt0031135	5.3	29
tt0031137	6.1	337
tt0031138	6.3	93
tt0031139	6.7	25
tt0031140	6.1	61
tt0031141	6.8	8
tt0031142	5.8	9
tt0031143	7.1	3983
tt0031144	6	63
tt0031145	6.2	32
tt0031146	5.6	29
tt0031147	7.2	1924
tt0031148	6.5	1394
tt0031149	7	1555
tt0031150	6.4	103
tt0031151	6.1	40
tt0031152	5.9	143
tt0031153	6	201
tt0031154	5.9	35
tt0031155	5.1	13
tt0031156	6.9	32
tt0031157	5.9	119
tt0031158	7.3	228
tt0031160	5.9	381
tt0031161	6	257
tt0031162	6.5	89
tt0031163	5.8	137
tt0031164	6.2	113
tt0031165	5	61
tt0031166	5.2	344
tt0031167	5.6	59
tt0031168	6.5	123
tt0031169	6.3	206
tt0031170	6.9	13
tt0031172	6.1	33
tt0031173	6.7	2272
tt0031175	6.5	46
tt0031177	5.6	197
tt0031178	6.7	555
tt0031179	5.5	317
tt0031181	6.2	14
tt0031183	6.1	9
tt0031186	6.7	93
tt0031187	5.7	20
tt0031188	4.6	150
tt0031189	6.7	75
tt0031190	5.6	87
tt0031191	6.6	16
tt0031192	5.7	423
tt0031193	6.8	20
tt0031194	5.3	26
tt0031196	5.5	9
tt0031198	6.2	229
tt0031199	6.4	420
tt0031200	6.9	57
tt0031201	6.6	105
tt0031202	6.6	1098
tt0031203	6.4	543
tt0031204	5.6	123
tt0031205	5.9	25
tt0031206	6.5	395
tt0031207	7.1	266
tt0031208	5.7	1607
tt0031209	6.1	154
tt0031210	7.4	12843
tt0031211	4.7	226
tt0031212	6.6	818
tt0031213	6.8	598
tt0031214	5.3	124
tt0031215	6.5	845
tt0031216	5.6	306
tt0031217	7.9	34
tt0031218	5.6	95
tt0031219	5	15
tt0031220	6.3	30
tt0031221	6.5	39
tt0031222	6.8	319
tt0031224	6.1	78
tt0031225	7.6	12962
tt0031227	5.8	376
tt0031228	6.8	168
tt0031229	3.3	345
tt0031230	6.4	376
tt0031232	6.1	60
tt0031233	6.8	14
tt0031234	6.4	178
tt0031235	7.1	5976
tt0031236	5.7	235
tt0031237	6.3	273
tt0031238	5.9	50
tt0031241	6.7	1164
tt0031242	7.1	892
tt0031243	6.5	690
tt0031244	6.5	67
tt0031245	5.6	82
tt0031247	5.2	65
tt0031248	5.4	12
tt0031249	5.9	24
tt0031251	5.3	27
tt0031252	7	6980
tt0031253	6.5	189
tt0031255	5.6	25
tt0031257	6.6	97
tt0031259	6.8	1023
tt0031260	7.2	3977
tt0031261	6.6	320
tt0031264	7.4	22
tt0031266	6.9	77
tt0031267	4.4	53
tt0031269	4.8	19
tt0031270	6.5	392
tt0031271	7.4	69
tt0031272	6.4	16
tt0031273	5.8	75
tt0031275	4.4	8
tt0031277	6.6	166
tt0031278	4.8	94
tt0031279	6.2	46
tt0031280	5.9	473
tt0031281	5.2	63
tt0031282	5.7	913
tt0031283	6.3	29
tt0031284	5.3	191
tt0031285	6	262
tt0031286	5.1	80
tt0031287	6.6	23
tt0031288	5.1	140
tt0031289	5.9	836
tt0031290	5.7	108
tt0031292	5.3	80
tt0031293	6	82
tt0031295	4.8	65
tt0031296	6.2	13
tt0031298	6.1	889
tt0031299	6.3	794
tt0031300	6.7	29
tt0031301	5.8	70
tt0031302	6.8	1852
tt0031304	5.9	113
tt0031305	5.3	89
tt0031306	5.3	97
tt0031307	7.7	13
tt0031308	6.6	534
