tconst	averageRating	numVotes
tt0040521	6	9
tt0040522	8.3	183286
tt0040524	6.2	109
tt0040525	7.5	34945
tt0040526	6	97
tt0040527	7.6	60
tt0040528	3.4	22
tt0040529	5.5	38
tt0040530	2.4	807
tt0040531	7.5	17
tt0040533	6.6	40
tt0040535	5.3	293
tt0040536	7.9	14187
tt0040537	7.7	120
tt0040539	6.9	25
tt0040540	4.7	102
tt0040541	7.2	565
tt0040543	5.9	169
tt0040544	6.2	179
tt0040546	4.5	26
tt0040547	6.5	24
tt0040548	6.9	480
tt0040549	4.6	14
tt0040550	6.5	2253
tt0040551	5.8	71
tt0040552	6.1	1466
tt0040553	6.6	1258
tt0040554	7.1	529
tt0040555	5.8	204
tt0040556	6.4	649
tt0040558	7.4	8055
tt0040559	6.7	997
tt0040560	7.1	214
tt0040561	6.4	116
tt0040562	6.3	78
tt0040563	5.6	17
tt0040565	5.3	125
tt0040566	6.7	489
tt0040567	5.8	179
tt0040568	6.2	63
tt0040569	6.9	13
tt0040571	6.5	69
tt0040572	3.3	12
tt0040573	6	47
tt0040574	6.6	82
tt0040577	7.1	663
tt0040578	5.9	1120
tt0040579	6	68
tt0040580	6.1	7321
tt0040582	6.1	1371
tt0040585	5.7	159
tt0040586	6.3	145
tt0040587	5.7	799
tt0040588	6.9	1438
tt0040589	5.5	27
tt0040590	6.1	410
tt0040592	7.2	7
tt0040593	6	123
tt0040594	6.6	1169
tt0040596	6.4	85
tt0040597	6.8	1202
tt0040599	6.7	368
tt0040601	6.9	351
tt0040602	6.9	179
tt0040603	5.2	275
tt0040604	5.9	340
tt0040605	6.5	319
tt0040607	7	3126
tt0040608	4.8	6
tt0040609	6.8	101
tt0040610	5.6	137
tt0040611	7.7	1138
tt0040612	6.8	32
tt0040613	7.2	13140
tt0040614	6.3	1511
tt0040615	6.9	253
tt0040616	5.3	123
tt0040617	6.3	37
tt0040618	6.7	43
tt0040619	7	277
tt0040620	7.2	441
tt0040621	6.9	80
tt0040622	6.4	1591
tt0040623	7.2	225
tt0040624	6.3	327
tt0040625	7.3	1339
tt0040626	5.6	1245
tt0040627	5.6	108
tt0040628	6.6	139
tt0040629	5.8	63
tt0040630	7.5	15
tt0040631	5.8	549
tt0040634	7	194
tt0040636	7.5	16124
tt0040637	6.2	70
tt0040639	7.1	102
tt0040641	6.6	536
tt0040642	6.2	140
tt0040643	7	1907
tt0040644	6.5	155
tt0040646	5.6	279
tt0040647	6	792
tt0040651	6.1	427
tt0040652	6.6	1216
tt0040653	6.6	67
tt0040654	5.5	162
tt0040655	6.3	157
tt0040657	4.4	18
tt0040658	6.7	328
tt0040659	6.7	90
tt0040660	5.4	85
tt0040661	7.9	1315
tt0040662	7.8	14216
tt0040663	6.6	37
tt0040664	5.7	908
tt0040665	5.9	1113
tt0040666	6.3	284
tt0040667	6.7	98
tt0040668	5.7	338
tt0040669	6.6	1789
tt0040670	6.6	165
tt0040671	6.3	358
tt0040673	5.5	46
tt0040674	7.2	828
tt0040676	5.9	42
tt0040679	6.6	4744
tt0040681	7.2	368
tt0040682	6.9	1041
tt0040683	7.1	186
tt0040684	5.8	38
tt0040685	7.2	23
tt0040687	5.5	210
tt0040689	7.2	150
tt0040690	6.9	281
tt0040691	6.3	99
tt0040693	6.5	11
tt0040694	6.8	5821
tt0040695	7.1	4855
tt0040696	6	254
tt0040697	6.7	326
tt0040698	6.4	614
tt0040699	7.8	15
tt0040700	6.6	7
tt0040701	5.8	8
tt0040702	6.2	22
tt0040703	6.7	212
tt0040704	6.5	91
tt0040705	7.6	7999
tt0040707	7	298
tt0040708	6.9	15
tt0040709	5.7	18
tt0040710	5.2	181
tt0040711	7.7	17
tt0040712	7.5	1365
tt0040713	6.7	88
tt0040714	7.3	153
tt0040715	7.6	299
tt0040716	5.3	37
tt0040717	6.5	319
tt0040718	7.7	946
tt0040719	6.5	794
tt0040720	7	2852
tt0040722	6.4	175
tt0040723	7.2	5871
tt0040724	7.7	35826
tt0040725	8.1	41088
tt0040726	6.4	461
tt0040727	6.3	8
tt0040728	7.3	40
tt0040730	6	288
tt0040731	5.8	29
tt0040732	6.3	950
tt0040733	6.3	554
tt0040736	7.4	305
tt0040737	7.6	5151
tt0040738	5.9	266
tt0040739	4.3	103
tt0040740	7.2	3314
tt0040741	6.2	220
tt0040742	3.9	24
tt0040743	6.7	54
tt0040744	6.5	204
tt0040745	7	2839
tt0040746	7.9	159360
tt0040748	7.6	72
tt0040749	8.4	17
tt0040750	6.5	114
tt0040751	6.8	1497
tt0040752	5.4	12
tt0040753	6.2	454
tt0040754	6.5	142
tt0040755	7.3	659
tt0040758	6.5	679
tt0040759	6.6	333
tt0040760	7.9	2124
tt0040761	7	2577
tt0040762	5.8	421
tt0040763	7.2	197
tt0040764	6.5	80
tt0040765	7.8	5067
tt0040766	6.6	5987
tt0040767	6.7	449
tt0040768	6.2	59
tt0040769	6.3	77
tt0040770	7.6	8
tt0040772	7.4	28
tt0040773	6.6	546
tt0040774	5.9	13
tt0040775	6.3	38
tt0040777	6.7	14
tt0040778	6	326
tt0040779	6.3	503
tt0040780	6.3	179
tt0040781	7.1	513
tt0040782	6.7	191
tt0040783	5.6	39
tt0040784	5.9	18
tt0040785	6.2	895
tt0040786	5.9	32
tt0040787	6.4	171
tt0040788	6.8	275
tt0040789	6.5	1612
tt0040790	5.9	34
tt0040791	3.2	6
tt0040793	6.5	177
tt0040794	5.6	343
tt0040795	7.4	2842
tt0040796	6.1	46
tt0040797	5.8	112
tt0040798	6.8	2345
tt0040799	6.6	758
tt0040800	7.5	17
tt0040801	6.3	244
tt0040802	6.5	452
tt0040803	6.5	34
tt0040804	6.2	264
tt0040805	6.4	376
tt0040806	7.6	8733
tt0040808	5.8	345
tt0040809	6.9	992
tt0040810	6.3	328
tt0040811	6.7	39
tt0040812	7	35
tt0040813	6.4	239
tt0040815	6.1	68
tt0040816	6.1	247
tt0040819	6.1	21
tt0040820	6.9	2981
tt0040821	5.6	82
tt0040823	7.3	13085
tt0040824	7.1	540
tt0040825	6.6	547
tt0040826	6	77
tt0040827	5.5	63
tt0040829	6.4	2362
tt0040830	7.1	287
tt0040831	7.4	460
tt0040832	5.5	207
tt0040833	4.7	11
tt0040834	7.2	4417
tt0040835	6.6	1562
tt0040837	6.8	168
tt0040838	6.4	135
tt0040839	6.3	32
tt0040840	6.5	160
tt0040841	7.2	38
tt0040842	5.1	127
tt0040843	7	3448
tt0040844	3.4	199
tt0040845	6.8	38
tt0040846	5.8	24
tt0040847	7.3	585
tt0040848	5.8	683
tt0040849	6.4	484
tt0040850	7	60
tt0040851	5.3	121
tt0040852	6.7	1280
tt0040853	3.8	15
tt0040854	6.2	20
tt0040855	5.9	196
tt0040857	4.3	17
tt0040858	6.9	74
tt0040859	7.4	167
tt0040860	5	18
tt0040861	6.5	463
tt0040862	5.5	2249
tt0040863	7.2	844
tt0040865	6.7	963
tt0040866	7.8	5818
tt0040867	6.7	36
tt0040868	5.8	444
tt0040869	5.8	952
tt0040870	6.5	1126
tt0040871	6.6	310
tt0040872	7.4	9812
tt0040873	6.5	410
tt0040874	5.6	141
tt0040875	6.2	622
tt0040876	7.1	7273
tt0040877	6.5	199
tt0040878	7.2	750
tt0040879	6.1	97
tt0040880	6.4	159
tt0040881	5	7
tt0040883	3.8	38
tt0040884	6.2	1384
tt0040886	6.3	173
tt0040887	6.8	986
tt0040888	5.9	120
tt0040889	6	87
tt0040891	6.6	440
tt0040892	4.5	36
tt0040893	5.7	59
tt0040894	5.9	52
tt0040895	6.4	73
tt0040896	6.4	326
tt0040897	8.2	136279
tt0040898	8.1	870
tt0040900	6.6	67
tt0040901	6	38
tt0040902	6.7	456
tt0040903	6	30
tt0040904	6.4	19
tt0040905	6.5	292
tt0040906	5.8	61
tt0040907	7.9	1473
tt0040908	6.8	10
tt0040909	6.8	249
tt0040910	5.7	455
tt0040912	5.8	13
tt0040914	6	7
tt0040915	5.5	368
tt0040917	7.4	906
tt0040918	6.1	175
tt0040919	7.5	6044
tt0040920	5	822
tt0040921	5.5	119
tt0040924	6.1	12
tt0040925	6	280
tt0040926	6.9	476
tt0040927	4.9	16
tt0040928	7.6	640
tt0040929	6.3	35
tt0040930	6.7	513
tt0040931	5.5	66
tt0040932	5.7	61
tt0040933	5.1	8
tt0040934	6.7	1461
tt0040936	5.8	143
tt0040937	5.9	26
tt0040938	5.6	27
tt0040940	6.3	411
tt0040941	5.8	107
tt0040942	7.5	323
tt0040946	6.4	3045
tt0040947	6.3	1230
tt0040948	6	216
tt0040949	6.8	495
tt0040950	5.6	56
tt0040951	6.3	43
tt0040952	6.5	226
tt0040953	8.1	44
tt0040955	6	48
tt0040956	5.9	151
tt0040957	6.1	91
tt0040958	6.6	303
tt0040959	7.1	488
tt0040960	6.9	404
tt0040961	6.8	240
tt0040962	5.7	233
tt0040963	6.4	859
tt0040964	6.7	68
tt0040965	6.6	1469
tt0040966	4.6	366
tt0040970	7.6	1929
tt0040971	6.2	1564
tt0040972	6.6	42
tt0040973	4.8	42
tt0040974	6.6	1877
tt0040976	6.4	1546
tt0040977	6.8	76
tt0040978	7.4	6015
tt0040979	7.6	13887
tt0040980	7.2	1569
tt0040981	5.7	218
tt0040982	6.7	978
tt0040983	6	341
tt0040984	7.4	618
tt0040986	4.6	14
tt0040988	5.8	14
tt0040989	7.1	225
tt0040993	6.6	29
tt0040996	7.3	47
tt0041001	5.8	18
tt0041002	6.7	44
tt0041005	6.4	43
tt0041007	6.7	64
tt0041009	3.6	16
tt0041014	6.5	144
tt0041015	7.9	67
tt0041016	7.2	15
tt0041021	6.9	69
tt0041023	7.4	103
tt0041024	7.1	286
tt0041025	7.8	17
tt0041027	7.5	228
tt0041030	7.6	416
tt0041034	5.4	21
tt0041035	2.9	23
tt0041036	7	139
tt0041037	6.8	219
tt0041038	7.7	3058
tt0041039	8.1	198
tt0041040	7.3	116
tt0041042	6.9	84
tt0041044	7	30
tt0041048	6.7	31
tt0041050	7.4	49
tt0041051	6.4	17
tt0041053	6.9	33
tt0041054	7.1	22
tt0041060	6.9	42
tt0041061	7.4	372
tt0041063	7.8	15
tt0041069	6.6	31
tt0041076	7.1	33
tt0041079	4	21
tt0041082	6	240
tt0041083	5.2	59
tt0041084	6.7	1121
tt0041085	6.7	4350
tt0041087	5.5	92
tt0041088	7.5	6200
tt0041089	6.2	630
tt0041090	7.4	23574
tt0041091	5.7	28
tt0041092	5.4	14
tt0041093	6.1	538
tt0041094	6.8	18847
tt0041095	5.5	157
tt0041096	6.5	115
tt0041097	7.1	19
tt0041098	6	4167
tt0041099	6.1	21
tt0041100	5.4	59
tt0041101	6	44
tt0041102	5.9	129
tt0041103	4.9	8
tt0041104	6.5	34
tt0041105	6.9	57
tt0041107	7.1	1521
tt0041108	5.9	68
tt0041109	5.3	179
tt0041110	6.2	50
tt0041111	6.6	217
tt0041112	7.2	1452
tt0041113	7.4	17272
tt0041114	6.3	13
tt0041115	5.6	513
tt0041116	6.1	60
tt0041117	6.5	890
tt0041119	4.3	15
tt0041120	6.2	219
tt0041121	6.6	7
tt0041122	5.9	243
tt0041123	6.7	620
tt0041124	6.6	317
tt0041125	6.2	186
tt0041126	4.9	25
tt0041127	6.8	1190
tt0041128	5.6	68
tt0041130	5.2	76
tt0041131	5.3	191
tt0041132	5.1	16
tt0041133	5.2	266
tt0041134	6	461
tt0041136	6.3	48
tt0041137	7.1	155
tt0041138	5.9	50
tt0041139	2.1	23
tt0041140	4.7	28
tt0041141	7.4	672
tt0041142	7.3	1139
tt0041143	5.2	17
tt0041144	6.6	412
tt0041145	5.2	175
tt0041146	7.6	1705
tt0041147	6.1	148
tt0041148	7.1	774
tt0041149	5.3	464
tt0041150	5.6	13
tt0041151	5.7	19
tt0041152	6.9	71
tt0041153	6.2	80
tt0041154	8.2	20219
tt0041155	6.8	232
tt0041156	5.7	75
tt0041158	7	3629
tt0041159	5.4	30
tt0041160	6.2	49
tt0041161	7.2	747
tt0041162	5.9	2182
tt0041163	7.4	8112
tt0041164	6.7	341
tt0041165	6	1039
tt0041167	7.1	228
tt0041169	7.3	1778
tt0041170	6.3	42
tt0041171	5.9	20
tt0041172	6.8	2850
tt0041173	6	29
tt0041174	7.5	18
tt0041175	5.5	273
tt0041176	6.2	306
tt0041177	5.4	174
tt0041178	6.9	5497
tt0041179	5.6	684
tt0041180	6.3	21
tt0041181	6.4	983
tt0041182	6.4	1544
tt0041183	6.2	104
tt0041185	7.7	12
tt0041186	6.6	69
tt0041187	6	1517
tt0041188	6.3	229
tt0041189	6.4	246
tt0041190	6.4	676
tt0041191	5.8	40
tt0041193	5.4	48
tt0041195	5.3	249
tt0041196	5.4	376
tt0041198	7	2827
tt0041199	6.1	357
tt0041200	4.9	66
tt0041201	7.4	829
tt0041202	6	38
tt0041203	6.2	263
tt0041204	6.1	314
tt0041205	5.2	97
tt0041206	7.8	54
tt0041207	6.6	2262
tt0041208	6.1	152
tt0041209	5.6	175
tt0041210	6.5	227
tt0041211	6.3	158
tt0041212	6.3	73
tt0041213	6.3	305
tt0041215	6.7	75
tt0041216	5.8	13
tt0041217	7.1	511
tt0041218	5.7	345
tt0041219	7.2	35
tt0041220	5.9	476
tt0041221	5.3	114
tt0041223	5.9	1001
tt0041224	5.7	12
tt0041225	6.3	53
tt0041226	5.1	17
tt0041227	6.1	148
tt0041228	5.9	136
tt0041230	6.3	48
tt0041231	7.5	1207
tt0041232	6.7	489
tt0041236	6.1	97
tt0041237	6.3	50
tt0041238	6.2	692
tt0041239	7.3	4978
tt0041240	5.4	58
tt0041241	6.2	15
tt0041243	6.3	510
tt0041244	5.4	15
tt0041245	6.1	127
tt0041246	5.9	191
tt0041247	6	628
tt0041248	6.9	151
tt0041249	7.2	54
tt0041251	6.3	475
tt0041252	6.5	1057
tt0041253	7.2	3333
tt0041255	6.6	247
tt0041256	5.7	12
tt0041257	7.1	1693
tt0041258	7.2	20
tt0041259	6.5	2844
tt0041260	6.1	1143
tt0041261	6.5	45
tt0041262	7.1	482
tt0041263	6.6	1551
tt0041264	6.3	187
tt0041265	5.5	27
tt0041266	6.6	786
tt0041267	6.3	263
tt0041268	7.4	10076
tt0041269	6.6	1637
tt0041270	7.3	33
tt0041271	6.2	82
tt0041272	7	336
tt0041273	6	23
tt0041275	7.6	1278
tt0041276	5	94
tt0041277	5.4	231
tt0041278	6	816
tt0041279	6.1	36
tt0041280	6.7	62
tt0041281	4.6	94
tt0041282	5.8	45
tt0041283	5.1	96
tt0041284	7	15
tt0041285	6	216
tt0041286	6.3	271
tt0041287	6.6	97
tt0041289	5.7	135
tt0041290	6.9	16
tt0041291	6.7	69
tt0041293	6.4	106
tt0041294	5.8	154
tt0041295	7.5	110
tt0041296	5.3	219
tt0041297	7	13
tt0041298	6.7	65
tt0041300	6.9	516
tt0041301	7.3	650
tt0041302	6.7	193
tt0041303	6.9	672
tt0041305	6.5	112
tt0041306	7.1	715
tt0041307	6.5	80
tt0041308	6.5	676
tt0041309	5.6	25
tt0041310	7.4	1259
tt0041311	6	164
tt0041312	5.8	61
tt0041313	7.3	1171
tt0041314	5.5	162
tt0041315	5.6	16
tt0041316	4.8	25
tt0041317	5.9	24
tt0041321	6.7	16
tt0041322	7.8	21
tt0041323	7	378
tt0041324	6.4	25
tt0041325	5.7	83
tt0041326	7.2	245
tt0041327	6.9	2614
tt0041328	6.3	1040
tt0041329	6.5	1540
tt0041330	7.2	9
tt0041332	5.8	494
tt0041335	6.9	82
tt0041340	6.4	222
tt0041341	6.6	337
tt0041342	6.6	260
tt0041345	5.4	39
tt0041346	6.6	777
tt0041347	6.2	161
tt0041348	5.7	81
tt0041349	7.9	2549
tt0041350	6.4	517
tt0041352	5.4	256
tt0041355	5.6	48
tt0041356	7	66
tt0041359	5.8	16
tt0041360	6.4	310
tt0041361	6.4	3724
tt0041362	6.4	581
tt0041363	6.9	146
tt0041367	2.9	11
tt0041368	6.9	3365
tt0041369	5.6	37
tt0041371	6.3	10
tt0041372	6.4	22
tt0041373	7	3776
tt0041374	6.5	1078
tt0041375	7.1	321
tt0041376	6.9	109
tt0041378	6.5	2063
tt0041379	6.3	84
tt0041380	7.2	2019
tt0041381	6.6	145
tt0041382	6.4	592
tt0041383	6.8	17
tt0041384	6.2	17
tt0041385	6.9	36
tt0041386	7	11250
tt0041387	6.4	1516
tt0041389	6.2	91
tt0041390	7.3	37
tt0041391	7.4	1410
tt0041392	6.9	46
tt0041393	6.7	72
tt0041394	5.8	14
tt0041396	7.3	399
tt0041397	5	29
tt0041398	8.1	13
tt0041399	6.7	2223
tt0041400	6.1	349
tt0041402	5.6	61
tt0041403	6.5	306
tt0041405	6.5	129
tt0041407	5.7	66
tt0041408	6.3	43
tt0041410	7.8	638
tt0041411	6.5	21
tt0041412	7	522
tt0041413	6	189
tt0041414	6.1	313
tt0041415	6.1	664
tt0041416	7.3	410
tt0041418	6.6	173
tt0041420	6.4	267
tt0041421	7.2	1228
tt0041422	7.3	13
tt0041423	7.1	1467
tt0041424	5.4	31
tt0041425	6.3	80
tt0041426	5.8	269
tt0041427	5.1	37
tt0041428	6.5	939
tt0041429	6.4	569
tt0041430	6.6	1675
tt0041431	6.5	756
tt0041432	6.6	357
tt0041433	5.2	99
tt0041434	7.2	877
tt0041435	6.4	72
tt0041436	6.4	14
tt0041437	6.1	247
tt0041438	4.6	11
tt0041439	5.7	79
tt0041440	5.7	36
tt0041441	6.5	32
tt0041442	6.6	31
tt0041443	6.8	451
tt0041444	7.6	921
tt0041445	7.3	1589
tt0041446	7.4	1404
tt0041448	7.1	17
tt0041449	4.8	37
tt0041450	8.1	2107
tt0041451	4.8	9
tt0041452	8.1	17980
tt0041453	6.6	427
tt0041454	6.7	48
tt0041455	5.3	226
tt0041456	7.4	353
tt0041457	6.9	17
tt0041458	6	10
tt0041460	7.3	2988
tt0041461	6	133
tt0041462	7.9	2064
tt0041463	3.1	8
tt0041465	6.7	303
tt0041466	6.6	40
tt0041467	7.2	8
tt0041468	6.6	14
tt0041469	6.7	705
tt0041470	6	10
tt0041471	7.2	474
tt0041472	6.1	290
tt0041473	7.2	7460
tt0041474	7	300
tt0041475	5.9	135
tt0041476	6	54
tt0041478	6.9	43
tt0041479	6	130
tt0041480	5.1	48
tt0041481	7	827
tt0041482	6.3	329
tt0041484	6.8	463
tt0041485	7	29
tt0041486	6	414
tt0041487	7.3	4359
tt0041488	7.3	842
tt0041489	5.7	260
tt0041490	4.6	25
tt0041492	5.5	87
tt0041494	5.7	14
tt0041495	6	1542
tt0041497	6.8	2577
tt0041498	7	9480
tt0041499	6.7	52
tt0041501	6.3	157
tt0041502	6.1	140
tt0041503	7	5077
tt0041504	6.4	277
tt0041506	7.6	777
tt0041507	7.1	4522
tt0041508	6.6	121
tt0041509	6.7	3676
tt0041510	7.6	658
tt0041511	6.7	682
tt0041512	5.3	8
tt0041513	7.6	2823
tt0041514	6.8	1969
tt0041515	6.4	2056
tt0041516	7	22
tt0041517	8	60
tt0041518	7.1	91
tt0041519	3.6	13
tt0041520	5.7	28
tt0041521	6.9	1104
tt0041523	5.6	1015
tt0041524	6.4	51
tt0041525	5.5	35
tt0041526	6.3	509
tt0041527	6.4	877
tt0041528	7.3	116
tt0041529	6.6	890
tt0041530	6.5	752
tt0041531	6.8	368
tt0041532	6	195
tt0041534	6.1	81
tt0041537	7.3	50
tt0041538	7	58
tt0041539	6.3	86
tt0041540	6.4	28
tt0041544	3.7	41
tt0041545	5.6	144
tt0041546	8	40570
tt0041547	6.8	1010
tt0041549	5.8	560
tt0041550	6.1	626
tt0041553	5.6	41
tt0041554	7.3	408
tt0041555	6.6	4499
tt0041559	6.3	35
tt0041560	6	50
tt0041561	4.3	36
tt0041562	6.4	464
tt0041563	5.8	5
tt0041564	6.6	19
tt0041567	4.6	31
tt0041568	4.7	25
tt0041569	5	27
tt0041570	6.1	14
tt0041571	6.1	1639
tt0041572	6.6	1126
tt0041573	5.9	501
tt0041574	6.7	45
tt0041575	6.1	14
tt0041576	6.6	257
tt0041577	6.4	114
tt0041578	6.2	130
tt0041579	7	331
tt0041581	4.9	37
tt0041582	5	48
tt0041583	6.4	25
tt0041584	7	12
tt0041586	6	31
tt0041587	7.7	11207
tt0041588	6.7	25
tt0041590	6.9	292
tt0041591	5.8	28
tt0041592	7.7	2089
tt0041593	7.2	1408
tt0041594	7.2	8542
tt0041596	6.9	53
tt0041597	5.4	191
tt0041598	8.1	3269
tt0041599	6.2	466
tt0041600	7	593
tt0041601	6.1	36
tt0041602	5.3	403
tt0041603	6.5	91
tt0041604	5.8	3180
tt0041605	7.6	993
tt0041607	6	145
tt0041608	7.1	332
tt0041609	6.8	149
tt0041610	6.8	1775
tt0041612	5.3	49
tt0041613	6.7	1547
tt0041614	8.3	12
tt0041615	7	3054
tt0041616	6.1	268
tt0041617	6.7	15
tt0041618	6.4	200
tt0041619	6.9	527
tt0041620	6.8	66
tt0041621	4.9	69
tt0041622	6.5	1567
tt0041623	7.3	1146
tt0041624	7.3	162
tt0041625	6.7	2071
tt0041626	4.9	34
tt0041627	6	338
tt0041628	5.8	1081
tt0041629	5.2	16
tt0041630	6.6	31
tt0041631	6.6	973
tt0041632	6.5	20
tt0041633	5.3	15
tt0041634	6.8	1256
tt0041635	7.1	476
tt0041637	6.4	12
tt0041638	6.3	23
tt0041639	5.8	21
tt0041640	6.6	483
tt0041641	6.2	142
tt0041642	6.2	166
tt0041643	6	299
tt0041644	6.1	422
tt0041645	6.9	97
tt0041646	6.7	84
tt0041647	5.8	250
tt0041648	6.6	12
tt0041649	6.7	61
tt0041650	7	5961
tt0041651	5.4	46
tt0041652	6.6	1069
tt0041654	5.9	80
tt0041655	7.5	786
tt0041656	6.5	25
tt0041657	6.5	14
tt0041658	7.1	23
tt0041659	6.2	469
tt0041660	6.7	234
tt0041661	7.5	859
tt0041662	6.8	914
tt0041663	6.6	1360
tt0041664	6.6	154
tt0041665	6.8	62
tt0041667	7	131
tt0041668	5.8	17
tt0041669	5.4	156
tt0041670	6.2	37
tt0041671	6.6	1742
tt0041672	6.8	1373
tt0041673	6.4	1298
tt0041674	5.9	14
tt0041675	6.5	160
tt0041676	7.2	274
tt0041677	6.2	19
tt0041678	6	14
tt0041679	5.2	27
tt0041680	6.8	28
tt0041681	5.8	15
tt0041682	7.1	49
tt0041685	7.4	36
tt0041686	6.9	40
tt0041687	6.3	1858
tt0041688	5.6	13
tt0041689	6	7
tt0041691	5.7	115
tt0041692	6.2	15
tt0041694	7.4	3031
tt0041695	5.8	83
tt0041696	8	260
tt0041697	7.4	78
tt0041699	7.8	19670
tt0041700	6.8	997
tt0041702	7	98
tt0041703	6.6	21
tt0041704	6.6	173
tt0041705	6.7	397
tt0041706	5.8	167
tt0041710	6.7	254
tt0041711	7.1	423
tt0041712	6	142
tt0041713	7	309
tt0041714	3.9	77
tt0041715	3.4	286
tt0041716	7.3	19288
tt0041718	5	176
tt0041719	7.8	13863
tt0041720	6.4	16
tt0041721	7.4	831
tt0041722	6.3	27
tt0041723	6.3	79
tt0041724	5.1	528
tt0041725	7.9	420
tt0041726	5.8	30
tt0041727	5.6	581
tt0041729	5.8	71
tt0041730	5.1	134
tt0041731	5.9	54
tt0041733	5.7	445
tt0041734	5.5	47
tt0041735	7.2	3219
tt0041736	8.8	23
tt0041737	7.1	5529
tt0041738	7.4	411
tt0041740	6.9	353
tt0041741	3.9	17
tt0041742	5.8	8
tt0041744	5.9	265
tt0041745	4.7	26
tt0041746	7.2	3577
tt0041747	6.8	26
tt0041748	5.4	120
tt0041749	6	231
tt0041751	6.1	616
tt0041752	6.3	642
tt0041753	6.7	789
tt0041754	6.1	146
tt0041755	6.9	130
tt0041756	7.3	43
tt0041757	7.6	1200
tt0041758	5.8	122
tt0041760	6.2	809
tt0041761	6	1138
tt0041762	4.5	22
tt0041763	6.5	170
tt0041764	7	31
tt0041765	5.7	70
tt0041766	6.4	74
tt0041767	6.9	2066
tt0041768	5.7	38
tt0041769	7.4	45
tt0041770	6	22
tt0041771	6.2	1921
tt0041772	6.3	366
tt0041773	7.3	295
tt0041776	7.1	2537
tt0041777	5.6	143
tt0041778	6.8	30
tt0041779	7.7	1897
tt0041782	6.2	21
tt0041783	6.2	53
tt0041784	5.6	59
tt0041785	7.7	779
tt0041786	7.1	5936
tt0041787	6.2	334
tt0041788	6.5	753
tt0041789	5.2	57
tt0041790	6.4	1664
tt0041791	4.9	288
tt0041792	6.3	1266
tt0041794	5	43
tt0041795	5.9	313
tt0041796	6.9	2230
tt0041797	4.3	17
tt0041798	5.5	7
tt0041799	5.8	10
tt0041800	7	473
tt0041801	6.4	23
tt0041802	7	282
tt0041803	7.1	54
tt0041804	3.4	9
tt0041805	6.1	41
tt0041807	6.5	199
tt0041808	5.1	13
tt0041809	5.7	244
tt0041810	6.2	186
tt0041811	5.8	196
tt0041812	5.5	83
tt0041813	5.9	46
tt0041814	5.4	40
tt0041815	5.8	6
tt0041816	6.2	245
tt0041817	5.8	49
tt0041819	6	94
tt0041822	6.6	1896
tt0041823	6.6	315
tt0041824	5.7	310
tt0041825	5.6	22
tt0041826	7.4	402
tt0041827	6.6	823
tt0041828	6.7	26
tt0041829	7.3	67
tt0041830	6.1	21
tt0041831	6.4	743
tt0041832	6	183
tt0041833	6	108
tt0041834	6.3	107
tt0041836	5.8	59
tt0041837	6.2	34
tt0041838	6.8	9308
tt0041839	3.9	29
tt0041840	5.2	124
tt0041841	7	11762
tt0041842	7.7	2685
tt0041844	5.7	54
tt0041845	5.7	95
tt0041846	6.4	27
tt0041847	6.6	1511
tt0041848	7.5	37
tt0041849	5.9	21
tt0041850	5.2	7
tt0041853	6.8	424
tt0041854	6.5	95
tt0041855	7.5	3418
tt0041856	5.6	51
tt0041857	6.8	141
tt0041858	7.2	905
tt0041859	7.8	10442
tt0041860	6.3	248
tt0041861	6.9	45
tt0041862	7.1	14
tt0041863	5.1	26
tt0041864	5.7	28
tt0041865	4.4	525
tt0041866	7.2	19983
tt0041867	6.2	229
tt0041868	6.8	39
tt0041869	7.2	54
tt0041870	7.3	4088
tt0041871	6.5	2467
tt0041872	6.3	15
tt0041873	6	23
tt0041875	7.1	15
tt0041876	6	30
tt0041877	5.8	119
tt0041878	6.2	6
tt0041879	5.4	72
tt0041880	7.1	212
tt0041881	5.2	83
tt0041882	6.4	405
tt0041883	6.4	572
tt0041884	6.8	382
tt0041885	6.3	399
tt0041886	7.1	3470
tt0041887	4.4	17
tt0041888	6.4	34
tt0041889	6.1	39
tt0041890	6.7	1762
tt0041891	6.2	498
tt0041892	6	464
tt0041893	7.5	33
tt0041895	5.8	23
tt0041896	6.9	63
tt0041897	6.6	52
tt0041898	6	198
tt0041899	6.7	125
tt0041900	6.9	95
tt0041901	6.4	133
tt0041902	6.8	902
tt0041903	6.5	80
tt0041904	5.6	145
tt0041905	6.2	81
tt0041907	6	630
tt0041908	7.7	78
tt0041909	4.8	39
tt0041910	5.6	119
tt0041911	6.7	438
tt0041912	6.7	49
tt0041913	5.8	40
tt0041914	4	56
tt0041915	6	245
tt0041916	6.1	176
tt0041917	6	244
tt0041918	4.8	212
tt0041919	6.2	180
tt0041920	3.3	17
tt0041921	5.3	151
tt0041922	6.6	221
tt0041923	6.1	902
tt0041924	8.8	7
tt0041925	5.6	54
tt0041926	6.7	917
tt0041928	7.1	3459
tt0041929	6.6	818
tt0041930	5.9	41
tt0041931	7.2	8345
tt0041932	5.1	36
tt0041933	6.5	34
tt0041934	6	213
tt0041935	6.2	186
tt0041938	6.6	301
tt0041939	5.9	82
tt0041940	6.5	324
tt0041943	4.6	18
tt0041944	6.6	4182
tt0041945	6.4	832
tt0041946	5.5	57
tt0041947	5.9	719
tt0041948	6.6	1234
